lemma,pos,synonyms,hypernyms
treasure,NNS,gem|hoarded wealth|treasure,wealth|riches|art|fine art|possession|collection|aggregation|accumulation|assemblage
ninth,JJ,9th|ninth,
build,VBD,build|build up|construct|establish|make|progress|ramp up|work up,make|create|develop|better|improve|amend|ameliorate|meliorate|oversee|supervise|superintend|manage|establish|base|ground|found|increase|intensify|deepen
fort,NN,fort|fortress|garrison,military post|post|defensive structure|defense|defence
liffey,NNP,,NA
found,VBD,base|constitute|establish|found|ground|institute|launch|plant|set up,open|open up|initiate|pioneer
first,JJ,1st|beginning(a)|first|foremost|inaugural|initiative|initiatory|maiden|world-class,
town,NN,ithiel town|town|town|townsfolk|township|townspeople,municipality|administrative district|administrative division|territorial division|architect|designer
dubh,NNP,,NA
linn,NNP,,NA
black,NNP,african-american|black|black|blackness|inkiness|joseph black|lightlessness|negro|negroid|pitch blackness|shirley temple|shirley temple black|total darkness,achromatic color|achromatic colour|dark|darkness|person|individual|someone|somebody|mortal|soul|man|piece|clothing|article of clothing|vesture|wear|wearable|habiliment
pool,NNP,consortium|kitty|pocket billiards|pond|pool|puddle|syndicate,excavation|lake|organization|organisation|association|reserve account|reserve fund|body of water|water|stake|stakes|bet|wager|topographic point|place|spot|table game
remains,NNS,archeological remains|cadaver|clay|corpse|remains|stiff,object|physical object|remains|relic|body|dead body
fortification,NNS,fortification|munition,defensive structure|defense|defence|art|artistry|prowess|enrichment
castle,NNP,castle|castling|palace|rook,mansion|mansion house|manse|hall|residence|fortification|munition|chessman|chess piece|chess move
also,RB,also|as well|besides|likewise|too,NA
introduce,VBN,acquaint|bring in|bring out|enclose|enter|inaugurate|inclose|infix|innovate|insert|introduce|precede|preface|premise|present|put in|stick in|usher in,inform|initiate|pioneer|put|set|place|pose|position|lay|establish|give|attach|introduce|present|acquaint|project|propose|state|say|tell|begin|lead off|start|commence
coinage,NN,coinage|metal money|mintage|neologism|neology|specie,currency|word|invention
better,RBR,best|better,NA
ship-building,JJ,,NA
technique,NNS,proficiency|technique,method|skillfulness
king,NNS,b. b. king|baron|big businessman|billie jean king|billie jean moffitt king|business leader|king|king|magnate|male monarch|martin luther king|martin luther king jr.|mogul|power|queen|rex|riley b king|top executive|tycoon|world-beater,sovereign|crowned head|monarch|rival|challenger|competitor|competition|contender|businessman|man of affairs|eminence|distinction|preeminence|note|checker|chequer|face card|picture card|court card|chessman|chess piece
finally,RB,at last|at long last|eventually|finally|in conclusion|in the end|last|lastly|ultimately,
unit,VBN,,NA
munster,NNP,,NA
brian,NNP,,NA
ború,NNP,,NA
battle,NN,battle|conflict|engagement|fight|struggle,military action|action|attempt|effort|endeavor|endeavour|try|group action
drive,VBD,aim|beat back|drive|force|force back|get|labor|labour|motor|push|push back|ram|repel|repulse|ride|take|tug,operate|control|travel|go|move|locomote|transport|carry|displace|thrust|coerce|hale|squeeze|pressure|force|push|make|propel|impel|throw|fight|struggle|mean|intend|work|do work|drive|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|hit|excavate|dig|hollow|power|hunt|run|hunt down|track down
north,RB,north|northerly|northward|northwards,
influence,NN,influence,power|powerfulness|causing|causation|determinant|determiner|determinative|determining factor|causal factor|consequence|effect|outcome|result|event|issue|upshot|force
wan,VBD,wan,sicken|come down
begin,VBD,begin|commence|get|get down|lead off|set about|set out|start|start out,talk|speak|utter|mouth|verbalize|verbalise|be|act|move|achieve|accomplish|attain|reach
absorb,VBN,absorb|assimilate|draw|engage|engross|engulf|imbibe|immerse|ingest|occupy|plunge|soak up|sop up|steep|suck|suck up|take in|take over|take up,sorb|take up|learn|larn|acquire|fund|blend|flux|mix|conflate|commingle|immix|fuse|coalesce|meld|combine|merge|concentrate|focus|center|centre|pore|rivet|receive|take in|invite|interest
population,NN,population|universe,people|group|grouping|collection|aggregation|accumulation|assemblage|integer|whole number|colonization|colonisation|settlement
now,RB,at once|at present|directly|forthwith|immediately|instantly|like a shot|now|nowadays|right away|straight off|straightaway|today,NA
christ,NNP,christ|christ|deliverer|good shepherd|jesus|jesus christ|jesus of nazareth|messiah|redeemer|savior|saviour|the nazarene,savior|saviour|rescuer|deliverer
church,NNP,christian church|church|church building|church service,religion|faith|organized religion|place of worship|house of prayer|house of god|house of worship|service|religious service|divine service|body
cathedral,NNP,cathedral|duomo,church|church building|church|church building
found,VBN,base|constitute|establish|found|ground|institute|launch|plant|set up,open|open up|initiate|pioneer
norman,NNP,greg norman|gregory john norman|jessye norman|norman,frenchman|frenchwoman|french person
land,VBD,bring|bring down|down|land|put down|set ashore|set down|shoot down|shore,arrive|get|come|change|alter|modify|bring|convey|take|deliver|drive home
wexford,NNP,,NA
begin,VBG,begin|commence|get|get down|lead off|set about|set out|start|start out,talk|speak|utter|mouth|verbalize|verbalise|be|act|move|achieve|accomplish|attain|reach
struggle,NN,battle|conflict|struggle,attempt|effort|endeavor|endeavour|try|group action|elbow grease|exertion|travail|sweat
england,NNP,england,
dominate,VB,command|dominate|eclipse|master|overlook|overshadow|overtop|predominate|prevail|reign|rule,influence|act upon|work|control|command|brood|hover|loom|bulk large|lie
independence,NN,independence|independence|independency,freedom|victory|triumph
incursion,NN,incursion|penetration,entrance|entering|entry|ingress|incoming|attack|onslaught|onset|onrush|mistake|error|fault
internal,JJ,home(a)|inner|interior|interior(a)|internal|intimate|intragroup|national,
leinster,NNP,,NA
invite,VBD,ask for|ask in|ask over|ask round|bid|call for|invite|pay for|receive|take in|tempt,arouse|elicit|enkindle|kindle|evoke|fire|raise|provoke|request|ask for|bespeak|call for|quest|stimulate|shake|shake up|excite|stir|interact
richard,NNP,,NA
clare,NNP,,NA
strongbow,NNP,,NA
come,VB,add up|amount|arrive|come|come in|come up|derive|descend|do|fall|fare|follow|get|get along|hail|issue forth|make out|number|occur|total,NA
help,VB,aid|assist|avail|facilitate|help|help oneself|serve,support|back up|better|improve|amend|ameliorate|meliorate|serve|refrain|forbear|provide|supply|ply|cater|promote|advance|boost|further|encourage|exploit|work
reclaim,VB,domesticate|domesticise|domesticize|reclaim|recover|rectify|reform|regenerate|repossess|tame,get|acquire|recycle|reprocess|reuse|change|alter|modify|convert
kingdom,NN,kingdom|land|realm,sphere|domain|area|orbit|field|arena|country|state|land|demesne|monarchy|taxonomic group|taxonomic category|taxon|group|grouping
tomb,NN,grave|tomb,topographic point|place|spot
invader,NNS,encroacher|invader,intruder|interloper|trespasser
bring,VBN,add|bestow|bring|bring in|contribute|convey|fetch|get|impart|institute|land|lend|make for|play|take|work|wreak,transport|carry|change|alter|modify|make|create|transmit|transfer|channel|channelize|channelise|attract|pull|pull in|draw|draw in|induce|stimulate|cause|have|get
armor,NN,armor|armour,protective covering|protective cover|protection|military unit|military force|military group|force
use,NN,consumption|economic consumption|employment|enjoyment|exercise|function|habit|manipulation|purpose|role|usage|usance|use|use of goods and services|utilisation|utilization,activity|utility|usefulness|demand|custom|usage|usance|influence|legal right
horse,NNS,buck|cavalry|equus caballus|gymnastic horse|horse|horse cavalry|knight|sawbuck|sawhorse,equine|equid|gymnastic apparatus|exerciser|military personnel|soldiery|troops|framework|frame|chessman|chess piece
feudal,JJ,feudal|feudalistic,
successive,NNP,,NA
wave,NNS,moving ridge|undulation|wafture|wave|wave|waving,movement|motion|move|motility|rise|gesture|hairdo|hairstyle|hair style|coiffure|coif|curve|curved shape|weather|weather condition|conditions|atmospheric condition|reservist|woman|adult female
follow,VBD,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on
favor,VBD,favor|favour|prefer|privilege,promote|upgrade|advance|kick upstairs|raise|elevate|see|consider|reckon|view|regard|spare|save|permit|allow|let|countenance
enforce,VBN,apply|constrain|enforce|implement|impose,compel|oblige|obligate|compel|oblige|obligate
building,NN,building|construction|edifice,structure|construction|creating from raw materials|commercial enterprise|business enterprise|business|gathering|assemblage
fortify,VBN,arm|beef up|build up|fort|fortify|gird|lace|spike|strengthen,change|alter|modify|enclose|close in|inclose|shut in|add
english,NNP,english|english language|english people|side,west germanic|west germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
henry,NNP,h|henry|henry|joseph henry|patrick henry|william henry,inductance unit
ius,NNP,,NA
grant,VBD,accord|allot|allow|award|cede|concede|deed over|give|grant|yield,give|agree|hold|concur|concord|gift|present
charter,NN,charter,document|written document|papers|contract
city,NN,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division
rights,NNS,,NA
free,VB,absolve|discharge|disembarrass|disengage|dislodge|exempt|free|give up|liberate|loose|release|relieve|relinquish|resign|rid|unblock|unfreeze|unloose|unloosen,remove|take|take away|withdraw|issue|supply|forgive|pass|hand|reach|pass on|turn over|give|generate|bring forth
trade,NN,barter|business deal|craft|deal|patronage|swap|swop|trade|trade wind,commerce|commercialism|mercantilism|occupation|business|job|line of work|line|transaction|dealing|dealings|class|stratum|social class|socio-economic class|prevailing wind|exchange|interchange
center,NN,center|center field|center of attention|centerfield|centre|centre of attention|core|essence|eye|gist|heart|heart and soul|inwardness|kernel|mall|marrow|meat|middle|midpoint|nerve center|nerve centre|nitty-gritty|nub|pith|plaza|shopping center|shopping centre|shopping mall|snapper|substance|sum,area|country|tract|piece of land|piece of ground|parcel of land|parcel|building|edifice|point|content|cognitive content|mental object|object|neural structure|formation|basketball player|basketeer|cager|lineman|place|property|class|stratum|social class|socio-economic class|hockey player|ice-hockey player|sweet|confection|mercantile establishment|retail store|sales outlet|outlet|position
